BEN,Billed Entity Name,City,State,Applicant Type,Consulting Firm Name (CRN),C2 Budget Cycle,Child Entity Count,C2 Budget Algorithm,Full Time Students,Library Square Footage,School Student Multiplier,Library Multiplier,C2 Budget,C2 Budget Version,Funded C2 Budget Amount,Pending C2 Budget Amount,Available C2 Budget Amount
132841,NORRIS SCHOOL DISTRICT,MUKWONAGO,WI,School District,,FY2026-2030,1,School District Wide (Aggregate Funding Floor),48,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61964,ST. PATRICK SCHOOL,MAUSTON,WI,School,,FY2026-2030,0,Independent School,144,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61853,HOLY GHOST ELEMENTARY SCHOOL,DICKEYVILLE,WI,School,,FY2026-2030,0,Independent School,67,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17012176,ROCK PRAIRIE MONTESSORI SCHOOL,JANESVILLE,WI,School,,FY2026-2030,0,Independent School,125,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
208740,LA CAUSA EARLY CHILDHOOD,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,140,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16057856,CHRISTIAN FAITH ACADEMY OF HIGHER LEARNING,MILWAUKEE,WI,School,Terence Pringle (16063809),FY2026-2030,0,Independent School,106,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16055114,ST CHARLES YOUTH SUCCESS ACADEMY,MILWAUKEE,WI,School District,"ADS Advanced Data Services, Inc. (16049151)",FY2026-2030,1,School District Wide (Aggregate Funding Floor),14,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63303,FREMONT ELEMENTARY SCHOOL,FREMONT,WI,School,,FY2026-2030,0,Independent School,144,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
133280,MERCER SCHOOL DISTRICT,MERCER,WI,School District,Cooperative Educational Service Agency 12 (16062644),FY2026-2030,1,School District Wide (Aggregate Funding Floor),92,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63066,OUR LADY OF THE LAKE SCHOOL,ASHLAND,WI,School,Cooperative Educational Service Agency 12 (16062644); Diocesan Advocates (17000013),FY2026-2030,0,Independent School,111,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16037903,STANLEY/BOYD HEAD START,BOYD,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,10,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16037893,POLK COUNTY EARLY LEARNING CENTER,BALSAM LAKE,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,1,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62050,ST MARY'S SCHOOL,NEW RICHMOND,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,90,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16037902,RICE LAKE HEAD START,RICE LAKE,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,1,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16037901,NEW RICHMOND HEAD START,NEW RICHMOND,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,30,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17029269,SAINT ALOYSIUS GRADE SCHOOL,SAUK CITY,WI,School,,FY2026-2030,0,Independent School,82,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16037894,CHIPPEWA FALLS HEAD START,CHIPPEWA FALLS,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,51,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16079879,NOVA TECH,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,96,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16037900,MENOMONIE HEAD START,MENOMONIE,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,56,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
209437,"NORTHWEST PASSAGE, LTD",FREDERIC,WI,School,,FY2026-2030,0,Independent School,71,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$22,488.31 ","$7,686.69 "
16037897,DALLAS HEAD START,DALLAS,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,5,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61489,OUR LADY OF THE ASSUMPTION SCHOOL,BELOIT,WI,School,,FY2026-2030,0,Independent School,125,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
132822,NORWAY-RAYMOND J7 SCH DIST,FRANKSVILLE,WI,School District,,FY2026-2030,1,School District Wide (Aggregate Funding Floor),89,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16037895,COLFAX HEAD START,COLFAX,WI,School,CESA #11 (17000269),FY2026-2030,0,Independent School,4,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17032387,STOCKBRIDGE MUNSEE COMMUNITY HEAD START,BOWLER,WI,School,,FY2026-2030,0,Independent School,20,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63343,MARTIN LUTHER SCHOOL,NEENAH,WI,School,,FY2026-2030,0,Independent School,61,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16049065,DIVINE MERCY,SOUTH MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,142,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17008408,GREEN BAY ADVENTIST JR ACADEMY,GREEN BAY,WI,School,,FY2026-2030,0,Independent School,36,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17032216,BADER HILLEL HIGH INC.,GLENDALE,WI,School,B&R Erate Consulting Services  (17028255),FY2026-2030,0,Independent School,91,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
226823,LAD LAKE SYNERGY,MILWAUKEE,WI,School,Funds for Learning (16024808),FY2026-2030,0,Independent School,42,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16079124,"LAD LAKE, INC. SCHOOL",OCONOMOWOC,WI,School,Funds for Learning (16024808),FY2026-2030,0,Independent School,20,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17032269,PENTECOSTAL HOUSE OF PRAYER MOUNTAIN TOP CHRISTIAN ACADEMY,HORICON,WI,School,,FY2026-2030,0,Independent School,50,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17020132,BEAUTIFUL SAVIOR LUTHERAN SCHOOL,WAUKESHA,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,95,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$15,555.60 ","$14,619.40 "
17027589,"HOLY CROSS LUTHERAN CHURCH AND SCHOOL, INC",MADISON,WI,School,,FY2026-2030,0,Independent School,140,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61338,ST. ROSE YOUTH & FAMILY CENTER SCHOOL,MILWAUKEE,WI,School,Funds for Learning (16024808),FY2026-2030,0,Independent School,20,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61859,ST JOSEPH ELEMENTARY SCHOOL,HAZEL GREEN,WI,School,,FY2026-2030,0,Independent School,45,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16067420,ST. JOHN BOSCO SCHOOL,STURGEON BAY,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,113,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16049068,ST. MARTIN OF TOURS,FRANKLIN,WI,School,,FY2026-2030,0,Independent School,79,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60527,ST JOHN'S LUTHERAN SCHOOL,MAYVILLE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,144,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$10,000.00 ","$20,175.00 "
60736,CATHOLIC CENTRAL HIGH SCHOOL,BURLINGTON,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,136,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61843,ST MARY SCHOOL,BLOOMINGTON,WI,School,,FY2026-2030,0,Independent School,62,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60788,ELM GROVE LUTHERAN SCHOOL,ELM GROVE,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,88,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61164,WISCONSIN INSTITUTE FOR TORAH,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,62,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61123,LOVING SHEPHERD LUTHERAN SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,78,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62765,IMMANUEL LUTHERAN SCHOOL,LA CROSSE,WI,School,,FY2026-2030,0,Independent School,42,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61639,ST PETER'S ELEMENTARY SCHOOL,MIDDLETON,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,74,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60509,CHRIST THE LORD EVANG LUTH SCH,BROOKFIELD,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,138,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16049066,ST. GABRIEL,HUBERTUS,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,135,,$201.57 ,,"$30,175.00 ",Preliminary,$0.00 ,"$32,711.85 ","($2,536.85)"
17024615,NORRIS INC,WEST BEND,WI,School,,FY2026-2030,0,Independent School,0,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17024447,WISCONSIN LUTHERAN MIDDLE SCHOOL,RACINE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,67,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
132783,RICHFIELD J 1 SCHOOL DISTRICT,RICHFIELD,WI,School District,CESA #11 (17000269),FY2026-2030,1,School District Wide (Aggregate Funding Floor),138,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
194841,TORAH ACADEMY OF MILWAUKEE,GLENDALE,WI,School,E-Rate Consulting LLC (16062128),FY2026-2030,0,Independent School,40,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61211,GOOD SHEPHERD LUTHERAN SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,102,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63242,RIVERVIEW LUTHERAN SCHOOL,APPLETON,WI,School,,FY2026-2030,0,Independent School,114,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17032324,WOLF RIVER LUTHERAN HIGH SCHOOL,SHAWANO,WI,School,,FY2026-2030,0,Independent School,30,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63410,ST PETER EVANG LUTHERAN SCHOOL,WEYAUWEGA,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,91,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61527,ST FRANCIS XAVIER SCHOOL,CROSS PLAINS,WI,School,,FY2026-2030,0,Independent School,1,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60469,ST STEPHEN'S LUTHERAN ELEM SCH,HORICON,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,102,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60628,ST PAUL'S LUTHERAN GRADE SCH,SHEBOYGAN,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,75,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62465,MAPLE GROVE ELEMENTARY SCHOOL,HAMBURG,WI,School,,FY2026-2030,0,Independent School,91,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61071,SHARON SDA SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,61,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60692,ST HENRY SCHOOL,WATERTOWN,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,91,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61860,IMMACULATE CONCEPTION SCHOOL,KIELER,WI,School,,FY2026-2030,0,Independent School,61,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63310,ST MARY ELEMENTARY OF THE IC  SCHOOL,GREENVILLE,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,149,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17036403,ST. FRANCIS SCHOOL,ELLSWORTH,WI,School,"Dakota Academic Consulting, Inc. (16062227)",FY2026-2030,0,Independent School,68,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16076258,NOVA SCHOOL,MILWAUKEE,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,112,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60720,TRINITY LUTHERAN GRADE SCHOOL,WEST BEND,WI,School,,FY2026-2030,0,Independent School,75,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17029543,MILESTONE DEMOCRATIC SCHOOL INC.,MADISON,WI,School,,FY2026-2030,0,Independent School,45,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61877,SS ANDREW & THOMAS SCHOOL,POTOSI,WI,School,,FY2026-2030,0,Independent School,32,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60398,ST MATTHEW,CAMPBELLSPORT,WI,School,,FY2026-2030,0,Independent School,99,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61327,OUR FATHER'S EVANG LUTHRN SCH,MILWAUKEE,WI,School,Communications Audit Services (17021966); New Hope Technology (16054699),FY2026-2030,0,Independent School,88,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61848,ST CHARLES BORROMEO SCHOOL,CASSVILLE,WI,School,,FY2026-2030,0,Independent School,30,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62248,ST MARY ST MICHAEL ELEMENTARY SCHOOL,CATO,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,60,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60614,ST JOHN EVANGELICAL LUTHERAN SCHOOL,RANDOM LAKE,WI,School,,FY2026-2030,0,Independent School,19,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61604,ST JOHN THE BAPTIST SCHOOL,JEFFERSON,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,119,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16077081,"RIGHT STEP, INC.",MILWAUKEE,WI,School,"e2e Exchange, LLC (16043595)",FY2026-2030,0,Independent School,100,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16033399,A PROMISE OF HOPE ACADEMY,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,1,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61170,ST. PHILIP'S LUTHERAN SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,149,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17028722,AKII-GIKINOOAMAADING,HAYWARD,WI,School,,FY2026-2030,0,Independent School,8,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60559,ST JOHN'S LUTHERAN SCHOOL,NEWBURG,WI,School,,FY2026-2030,0,Independent School,81,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16081205,WORD OF LIFE LUTHERAN SCHOOL,MILWAUKEE,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,76,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17023623,ST. JOHN LUTHERAN SCHOOL,SURING,WI,School,,FY2026-2030,0,Independent School,33,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
62136,ST MARY ELEMENTARY SCHOOL,HILBERT,WI,School,Educational Consortium for Telecom Savings (16024807),FY2026-2030,0,Independent School,30,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61708,ST JOHN THE EVANGELIST SCHOOL,SPRING GREEN,WI,School,,FY2026-2030,0,Independent School,58,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60668,ST PETER ELEMENTARY SCHOOL,SLINGER,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,82,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17037150,HORIZON HIGH SCHOOL,MADISON,WI,School,,FY2026-2030,0,Independent School,15,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16033619,TRAVIS VOCATIONAL HIGH SCHOOL,MILWAUKEE,WI,School,Terence Pringle (16063809),FY2026-2030,0,Independent School,127,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16062219,"JEWISH BEGINNINGS, INC.",WHITEFISH BAY,WI,School,B&R Erate Consulting Services  (17028255),FY2026-2030,0,Independent School,124,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
17006190,ZION LUTHERAN SCHOOL OF WAYSIDE,GREENLEAF,WI,School,,FY2026-2030,0,Independent School,74,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63148,ST FRANCIS SOLANUS SCHOOL,STONE LAKE,WI,School,Diocesan Advocates (17000013),FY2026-2030,0,Independent School,26,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60759,ST ANDREWS ELEMENTARY SCHOOL,DELAVAN,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,141,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
16076257,ESCUELA VERDE,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,120,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
63226,ST PAUL EVANG LUTHERAN SCHOOL,APPLETON,WI,School,Communications Audit Services (17021966),FY2026-2030,0,Independent School,135,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
208187,EL PUENTE HIGH SCHOOL,MILWAUKEE,WI,School,,FY2026-2030,0,Independent School,119,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60977,ST THOMAS AQUINAS SCHOOL,WATERFORD,WI,School,"ERateProgram, LLC (16048902)",FY2026-2030,0,Independent School,57,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61943,ST JEROME ELEMENTARY SCHOOL,COLUMBUS,WI,School,,FY2026-2030,0,Independent School,133,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61944,WISCONSIN ACADEMY,COLUMBUS,WI,School,,FY2026-2030,0,Independent School,84,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
60734,ST JOHN'S LUTHERAN SCHOOL,BURLINGTON,WI,School,,FY2026-2030,0,Independent School,140,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
61291,MOUNT LEBANON LUTHERAN SCHOOL,MILWAUKEE,WI,School,"e2e Exchange, LLC (16043595)",FY2026-2030,0,Independent School,114,,$201.57 ,,"$30,175.00 ",Forecast,$0.00 ,$0.00 ,"$30,175.00 "
